index,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg,camera,image_path
569,0.6564,0.118,-0.4632,0.6212,-1.0753,-0.7086,37.61,6.76,-26.54,35.59,-61.61,-40.6,cam3,images/cam3/000569.png
570,0.9893,0.5859,0.5184,-0.6442,0.5199,-0.8957,56.68,33.57,29.7,-36.91,29.79,-51.32,cam0,images/cam0/000570.png
570,0.9893,0.5859,0.5184,-0.6442,0.5199,-0.8957,56.68,33.57,29.7,-36.91,29.79,-51.32,cam3,images/cam3/000570.png
571,0.1871,0.4725,0.977,0.8957,0.5966,0.0045,10.72,27.07,55.98,51.32,34.18,0.26,cam0,images/cam0/000571.png
571,0.1871,0.4725,0.977,0.8957,0.5966,0.0045,10.72,27.07,55.98,51.32,34.18,0.26,cam3,images/cam3/000571.png
572,1.2271,-1.1551,-0.3588,0.7179,-0.1241,0.1134,70.31,-66.18,-20.56,41.13,-7.11,6.5,cam0,images/cam0/000572.png
572,1.2271,-1.1551,-0.3588,0.7179,-0.1241,0.1134,70.31,-66.18,-20.56,41.13,-7.11,6.5,cam3,images/cam3/000572.png
573,0.0827,0.4264,0.3204,0.6243,-0.437,0.6749,4.74,24.43,18.36,35.77,-25.04,38.67,cam0,images/cam0/000573.png
573,0.0827,0.4264,0.3204,0.6243,-0.437,0.6749,4.74,24.43,18.36,35.77,-25.04,38.67,cam3,images/cam3/000573.png
574,0.2393,0.3787,-0.6257,-0.075,-0.6074,0.6119,13.71,21.7,-35.85,-4.3,-34.8,35.06,cam0,images/cam0/000574.png
574,0.2393,0.3787,-0.6257,-0.075,-0.6074,0.6119,13.71,21.7,-35.85,-4.3,-34.8,35.06,cam3,images/cam3/000574.png
575,-1.0936,-0.2822,0.9755,1.3223,-0.3604,-0.6535,-62.66,-16.17,55.89,75.76,-20.65,-37.44,cam0,images/cam0/000575.png
575,-1.0936,-0.2822,0.9755,1.3223,-0.3604,-0.6535,-62.66,-16.17,55.89,75.76,-20.65,-37.44,cam3,images/cam3/000575.png
576,0.5599,0.9463,0.5369,-0.1824,1.1503,1.0107,32.08,54.22,30.76,-10.45,65.91,57.91,cam0,images/cam0/000576.png
576,0.5599,0.9463,0.5369,-0.1824,1.1503,1.0107,32.08,54.22,30.76,-10.45,65.91,57.91,cam3,images/cam3/000576.png
577,0.0935,-0.2438,-0.632,-0.8604,0.8283,1.083,5.36,-13.97,-36.21,-49.3,47.46,62.05,cam0,images/cam0/000577.png
577,0.0935,-0.2438,-0.632,-0.8604,0.8283,1.083,5.36,-13.97,-36.21,-49.3,47.46,62.05,cam3,images/cam3/000577.png
578,0.0152,-0.8758,-0.836,0.207,0.9617,0.1211,0.87,-50.18,-47.9,11.86,55.1,6.94,cam0,images/cam0/000578.png
578,0.0152,-0.8758,-0.836,0.207,0.9617,0.1211,0.87,-50.18,-47.9,11.86,55.1,6.94,cam3,images/cam3/000578.png
579,-0.1272,-0.5997,-0.3281,0.9341,1.1519,-0.632,-7.29,-34.36,-18.8,53.52,66.0,-36.21,cam0,images/cam0/000579.png
579,-0.1272,-0.5997,-0.3281,0.9341,1.1519,-0.632,-7.29,-34.36,-18.8,53.52,66.0,-36.21,cam3,images/cam3/000579.png
580,-0.1333,0.3374,-0.3435,-0.1548,0.9142,0.0014,-7.64,19.33,-19.68,-8.87,52.38,0.08,cam0,images/cam0/000580.png
580,-0.1333,0.3374,-0.3435,-0.1548,0.9142,0.0014,-7.64,19.33,-19.68,-8.87,52.38,0.08,cam3,images/cam3/000580.png
581,0.888,0.4524,-0.6795,-0.1487,0.7777,0.4924,50.88,25.92,-38.93,-8.52,44.56,28.21,cam0,images/cam0/000581.png
581,0.888,0.4524,-0.6795,-0.1487,0.7777,0.4924,50.88,25.92,-38.93,-8.52,44.56,28.21,cam3,images/cam3/000581.png
582,1.0107,0.6151,0.9908,0.6519,0.4386,0.1824,57.91,35.24,56.77,37.35,25.13,10.45,cam0,images/cam0/000582.png
582,1.0107,0.6151,0.9908,0.6519,0.4386,0.1824,57.91,35.24,56.77,37.35,25.13,10.45,cam3,images/cam3/000582.png
583,1.0184,0.0459,0.4786,0.6548,0.1164,0.049,58.35,2.63,27.42,37.52,6.67,2.81,cam0,images/cam0/000583.png
583,1.0184,0.0459,0.4786,0.6548,0.1164,0.049,58.35,2.63,27.42,37.52,6.67,2.81,cam3,images/cam3/000583.png
584,0.1686,-0.1625,0.9755,-0.4065,-0.9741,-0.1824,9.66,-9.31,55.89,-23.29,-55.81,-10.45,cam0,images/cam0/000584.png
584,0.1686,-0.1625,0.9755,-0.4065,-0.9741,-0.1824,9.66,-9.31,55.89,-23.29,-55.81,-10.45,cam3,images/cam3/000584.png
585,-1.4081,-1.1228,-0.5552,0.7194,-0.4002,0.8866,-80.68,-64.33,-31.81,41.22,-22.93,50.8,cam0,images/cam0/000585.png
585,-1.4081,-1.1228,-0.5552,0.7194,-0.4002,0.8866,-80.68,-64.33,-31.81,41.22,-22.93,50.8,cam3,images/cam3/000585.png
586,-1.1535,0.5674,-1.0475,-0.4417,0.5705,0.7163,-66.09,32.51,-60.02,-25.31,32.69,41.04,cam0,images/cam0/000586.png
586,-1.1535,0.5674,-1.0475,-0.4417,0.5705,0.7163,-66.09,32.51,-60.02,-25.31,32.69,41.04,cam3,images/cam3/000586.png
587,-0.7624,0.6487,-0.7301,-0.1012,0.5798,0.8159,-43.68,37.17,-41.83,-5.8,33.22,46.75,cam0,images/cam0/000587.png
587,-0.7624,0.6487,-0.7301,-0.1012,0.5798,0.8159,-43.68,37.17,-41.83,-5.8,33.22,46.75,cam3,images/cam3/000587.png
588,-0.4494,-0.2637,0.2684,0.8819,-0.1012,0.7055,-25.75,-15.11,15.38,50.53,-5.8,40.42,cam0,images/cam0/000588.png
588,-0.4494,-0.2637,0.2684,0.8819,-0.1012,0.7055,-25.75,-15.11,15.38,50.53,-5.8,40.42,cam3,images/cam3/000588.png
589,-0.7131,-0.1119,0.8896,0.0429,-0.2253,-0.4862,-40.86,-6.41,50.97,2.46,-12.91,-27.86,cam0,images/cam0/000589.png
589,-0.7131,-0.1119,0.8896,0.0429,-0.2253,-0.4862,-40.86,-6.41,50.97,2.46,-12.91,-27.86,cam3,images/cam3/000589.png
590,-0.0798,-0.9587,-0.7929,0.7945,0.8252,0.6749,-4.57,-54.93,-45.43,45.52,47.28,38.67,cam0,images/cam0/000590.png
590,-0.0798,-0.9587,-0.7929,0.7945,0.8252,0.6749,-4.57,-54.93,-45.43,45.52,47.28,38.67,cam3,images/cam3/000590.png
591,0.0,0.3175,0.4095,-0.3435,-0.2714,0.1241,0.0,18.19,23.46,-19.68,-15.55,7.11,cam0,images/cam0/000591.png
591,0.0,0.3175,0.4095,-0.3435,-0.2714,0.1241,0.0,18.19,23.46,-19.68,-15.55,7.11,cam3,images/cam3/000591.png
592,0.3267,-0.0873,0.6657,-0.6964,0.6196,-0.6503,18.72,-5.0,38.14,-39.9,35.5,-37.26,cam0,images/cam0/000592.png
592,0.3267,-0.0873,0.6657,-0.6964,0.6196,-0.6503,18.72,-5.0,38.14,-39.9,35.5,-37.26,cam3,images/cam3/000592.png
593,0.0782,-0.5613,0.3803,-0.8329,0.48,0.0689,4.48,-32.16,21.79,-47.72,27.5,3.95,cam0,images/cam0/000593.png
593,0.0782,-0.5613,0.3803,-0.8329,0.48,0.0689,4.48,-32.16,21.79,-47.72,27.5,3.95,cam3,images/cam3/000593.png
594,-0.3941,-0.2976,0.7378,-0.6887,-0.6856,0.7316,-22.58,-17.05,42.27,-39.46,-39.28,41.92,cam0,images/cam0/000594.png
594,-0.3941,-0.2976,0.7378,-0.6887,-0.6856,0.7316,-22.58,-17.05,42.27,-39.46,-39.28,41.92,cam3,images/cam3/000594.png
595,0.5276,0.2791,0.4892,0.23,-0.8604,1.0184,30.23,15.99,28.03,13.18,-49.3,58.35,cam0,images/cam0/000595.png
595,0.5276,0.2791,0.4892,0.23,-0.8604,1.0184,30.23,15.99,28.03,13.18,-49.3,58.35,cam3,images/cam3/000595.png
596,0.2484,0.7899,-0.2178,-0.0382,0.1318,1.1551,14.23,45.26,-12.48,-2.19,7.55,66.18,cam0,images/cam0/000596.png
596,0.2484,0.7899,-0.2178,-0.0382,0.1318,1.1551,14.23,45.26,-12.48,-2.19,7.55,66.18,cam3,images/cam3/000596.png
597,-0.9969,1.0399,-0.526,-0.6688,1.2317,0.5875,-57.12,59.58,-30.14,-38.32,70.57,33.66,cam0,images/cam0/000597.png
597,-0.9969,1.0399,-0.526,-0.6688,1.2317,0.5875,-57.12,59.58,-30.14,-38.32,70.57,33.66,cam3,images/cam3/000597.png
598,-0.5828,-0.4187,-1.1842,0.994,1.1627,-0.3819,-33.39,-23.99,-67.85,56.95,66.62,-21.88,cam0,images/cam0/000598.png
598,-0.5828,-0.4187,-1.1842,0.994,1.1627,-0.3819,-33.39,-23.99,-67.85,56.95,66.62,-21.88,cam3,images/cam3/000598.png
599,0.836,-1.0982,-1.2147,1.0936,0.5782,0.7147,47.9,-62.92,-69.6,62.66,33.13,40.95,cam0,images/cam0/000599.png
599,0.836,-1.0982,-1.2147,1.0936,0.5782,0.7147,47.9,-62.92,-69.6,62.66,33.13,40.95,cam3,images/cam3/000599.png
600,0.7439,-0.9587,-0.1824,1.1627,-0.3803,1.0645,42.62,-54.93,-10.45,66.62,-21.79,60.99,cam0,images/cam0/000600.png
600,0.7439,-0.9587,-0.1824,1.1627,-0.3803,1.0645,42.62,-54.93,-10.45,66.62,-21.79,60.99,cam3,images/cam3/000600.png
601,-0.1119,-0.0997,0.1012,1.0523,-0.2621,0.3482,-6.41,-5.71,5.8,60.29,-15.02,19.95,cam0,images/cam0/000601.png
601,-0.1119,-0.0997,0.1012,1.0523,-0.2621,0.3482,-6.41,-5.71,5.8,60.29,-15.02,19.95,cam3,images/cam3/000601.png
602,-0.5629,1.0154,-1.0308,0.5061,1.1949,-0.6657,-32.25,58.18,-59.06,29.0,68.46,-38.14,cam0,images/cam0/000602.png
602,-0.5629,1.0154,-1.0308,0.5061,1.1949,-0.6657,-32.25,58.18,-59.06,29.0,68.46,-38.14,cam3,images/cam3/000602.png
603,0.3787,1.1964,0.2545,-0.4079,0.6625,0.9985,21.7,68.55,14.58,-23.37,37.96,57.21,cam0,images/cam0/000603.png
603,0.3787,1.1964,0.2545,-0.4079,0.6625,0.9985,21.7,68.55,14.58,-23.37,37.96,57.21,cam3,images/cam3/000603.png
604,0.0689,0.1471,0.9248,-0.2377,0.7592,1.0814,3.95,8.43,52.99,-13.62,43.5,61.96,cam0,images/cam0/000604.png
604,0.0689,0.1471,0.9248,-0.2377,0.7592,1.0814,3.95,8.43,52.99,-13.62,43.5,61.96,cam3,images/cam3/000604.png
605,-0.5231,-1.0001,0.813,0.2316,0.9924,0.4126,-29.97,-57.3,46.58,13.27,56.86,23.64,cam0,images/cam0/000605.png
605,-0.5231,-1.0001,0.813,0.2316,0.9924,0.4126,-29.97,-57.3,46.58,13.27,56.86,23.64,cam3,images/cam3/000605.png
606,-0.1426,-0.6596,-0.8589,0.2039,0.7777,-0.4953,-8.17,-37.79,-49.21,11.68,44.56,-28.38,cam0,images/cam0/000606.png
606,-0.1426,-0.6596,-0.8589,0.2039,0.7777,-0.4953,-8.17,-37.79,-49.21,11.68,44.56,-28.38,cam3,images/cam3/000606.png
607,1.1996,0.9203,-1.1058,0.1901,1.1519,-0.3604,68.73,52.73,-63.36,10.89,66.0,-20.65,cam0,images/cam0/000607.png
607,1.1996,0.9203,-1.1058,0.1901,1.1519,-0.3604,68.73,52.73,-63.36,10.89,66.0,-20.65,cam3,images/cam3/000607.png
608,-0.1365,1.0338,-0.2883,-0.3957,-0.0183,0.6151,-7.82,59.23,-16.52,-22.67,-1.05,35.24,cam0,images/cam0/000608.png
608,-0.1365,1.0338,-0.2883,-0.3957,-0.0183,0.6151,-7.82,59.23,-16.52,-22.67,-1.05,35.24,cam3,images/cam3/000608.png
609,-0.4386,0.2253,0.6657,-1.0261,0.1365,0.6519,-25.13,12.91,38.14,-58.79,7.82,37.35,cam0,images/cam0/000609.png
609,-0.4386,0.2253,0.6657,-1.0261,0.1365,0.6519,-25.13,12.91,38.14,-58.79,7.82,37.35,cam3,images/cam3/000609.png
610,-0.4908,-0.0812,1.2685,-0.6826,0.8175,0.2407,-28.12,-4.65,72.68,-39.11,46.84,13.79,cam0,images/cam0/000610.png
610,-0.4908,-0.0812,1.2685,-0.6826,0.8175,0.2407,-28.12,-4.65,72.68,-39.11,46.84,13.79,cam3,images/cam3/000610.png
611,-0.7515,0.1442,0.5184,0.3527,0.1717,0.6426,-43.06,8.26,29.7,20.21,9.84,36.82,cam0,images/cam0/000611.png
611,-0.7515,0.1442,0.5184,0.3527,0.1717,0.6426,-43.06,8.26,29.7,20.21,9.84,36.82,cam3,images/cam3/000611.png
612,0.2515,-0.635,-0.8144,0.5981,-0.3649,1.0414,14.41,-36.38,-46.66,34.27,-20.91,59.67,cam0,images/cam0/000612.png
612,0.2515,-0.635,-0.8144,0.5981,-0.3649,1.0414,14.41,-36.38,-46.66,34.27,-20.91,59.67,cam3,images/cam3/000612.png
613,0.2101,0.1993,0.2178,0.0367,0.2515,0.075,12.04,11.42,12.48,2.1,14.41,4.3,cam0,images/cam0/000613.png
613,0.2101,0.1993,0.2178,0.0367,0.2515,0.075,12.04,11.42,12.48,2.1,14.41,4.3,cam3,images/cam3/000613.png
614,0.4939,0.4203,0.9755,0.6304,-0.9126,-1.1182,28.3,24.08,55.89,36.12,-52.29,-64.07,cam0,images/cam0/000614.png
614,0.4939,0.4203,0.9755,0.6304,-0.9126,-1.1182,28.3,24.08,55.89,36.12,-52.29,-64.07,cam3,images/cam3/000614.png
615,-0.4171,-0.5721,0.3649,0.2929,0.618,-0.0689,-23.9,-32.78,20.91,16.78,35.41,-3.95,cam0,images/cam0/000615.png
615,-0.4171,-0.5721,0.3649,0.2929,0.618,-0.0689,-23.9,-32.78,20.91,16.78,35.41,-3.95,cam3,images/cam3/000615.png
616,0.1763,-0.092,-0.5077,0.9172,1.198,-0.3787,10.1,-5.27,-29.09,52.55,68.64,-21.7,cam0,images/cam0/000616.png
616,0.1763,-0.092,-0.5077,0.9172,1.198,-0.3787,10.1,-5.27,-29.09,52.55,68.64,-21.7,cam3,images/cam3/000616.png
617,-0.247,0.7929,-0.8575,0.5369,0.8344,-0.4739,-14.15,45.43,-49.13,30.76,47.81,-27.15,cam0,images/cam0/000617.png
617,-0.247,0.7929,-0.8575,0.5369,0.8344,-0.4739,-14.15,45.43,-49.13,30.76,47.81,-27.15,cam3,images/cam3/000617.png
618,-0.0567,0.7285,0.0644,-0.319,0.4309,0.2192,-3.25,41.74,3.69,-18.28,24.69,12.56,cam0,images/cam0/000618.png
618,-0.0567,0.7285,0.0644,-0.319,0.4309,0.2192,-3.25,41.74,3.69,-18.28,24.69,12.56,cam3,images/cam3/000618.png
619,0.7531,0.4709,0.5215,-0.6596,0.0997,0.618,43.15,26.98,29.88,-37.79,5.71,35.41,cam0,images/cam0/000619.png
619,0.7531,0.4709,0.5215,-0.6596,0.0997,0.618,43.15,26.98,29.88,-37.79,5.71,35.41,cam3,images/cam3/000619.png
620,0.3588,0.6365,-0.9434,-0.2698,0.0106,0.0152,20.56,36.47,-54.05,-15.46,0.61,0.87,cam0,images/cam0/000620.png
620,0.3588,0.6365,-0.9434,-0.2698,0.0106,0.0152,20.56,36.47,-54.05,-15.46,0.61,0.87,cam3,images/cam3/000620.png
621,-0.256,0.7976,-0.9018,0.7009,1.2931,-0.052,-14.67,45.7,-51.67,40.16,74.09,-2.98,cam0,images/cam0/000621.png
621,-0.256,0.7976,-0.9018,0.7009,1.2931,-0.052,-14.67,45.7,-51.67,40.16,74.09,-2.98,cam3,images/cam3/000621.png
622,-0.0199,-0.5016,0.7823,-0.5767,0.3037,0.9694,-1.14,-28.74,44.82,-33.04,17.4,55.54,cam0,images/cam0/000622.png
622,-0.0199,-0.5016,0.7823,-0.5767,0.3037,0.9694,-1.14,-28.74,44.82,-33.04,17.4,55.54,cam3,images/cam3/000622.png
623,0.8451,-0.1012,-0.6227,-1.0767,-0.7378,0.8896,48.42,-5.8,-35.68,-61.69,-42.27,50.97,cam0,images/cam0/000623.png
623,0.8451,-0.1012,-0.6227,-1.0767,-0.7378,0.8896,48.42,-5.8,-35.68,-61.69,-42.27,50.97,cam3,images/cam3/000623.png
624,0.796,-0.6028,-0.2883,-0.6042,-0.2484,-0.2423,45.61,-34.54,-16.52,-34.62,-14.23,-13.88,cam0,images/cam0/000624.png
624,0.796,-0.6028,-0.2883,-0.6042,-0.2484,-0.2423,45.61,-34.54,-16.52,-34.62,-14.23,-13.88,cam3,images/cam3/000624.png
625,0.569,-0.635,0.0199,0.1672,0.5507,-1.1228,32.6,-36.38,1.14,9.58,31.55,-64.33,cam0,images/cam0/000625.png
625,0.569,-0.635,0.0199,0.1672,0.5507,-1.1228,32.6,-36.38,1.14,9.58,31.55,-64.33,cam3,images/cam3/000625.png
626,1.0107,0.4463,-1.135,0.4033,0.2836,-0.4463,57.91,25.57,-65.03,23.11,16.25,-25.57,cam0,images/cam0/000626.png
626,1.0107,0.4463,-1.135,0.4033,0.2836,-0.4463,57.91,25.57,-65.03,23.11,16.25,-25.57,cam3,images/cam3/000626.png
627,0.9694,0.0061,-0.7899,-0.003,-0.0552,0.1304,55.54,0.35,-45.26,-0.17,-3.16,7.47,cam0,images/cam0/000627.png
627,0.9694,0.0061,-0.7899,-0.003,-0.0552,0.1304,55.54,0.35,-45.26,-0.17,-3.16,7.47,cam3,images/cam3/000627.png
628,-0.3236,-0.1318,0.8896,-0.1794,1.1765,-0.977,-18.54,-7.55,50.97,-10.28,67.41,-55.98,cam0,images/cam0/000628.png
628,-0.3236,-0.1318,0.8896,-0.1794,1.1765,-0.977,-18.54,-7.55,50.97,-10.28,67.41,-55.98,cam3,images/cam3/000628.png
629,-0.4969,-0.3864,-0.3697,0.118,0.1058,0.4447,-28.47,-22.14,-21.18,6.76,6.06,25.48,cam0,images/cam0/000629.png
629,-0.4969,-0.3864,-0.3697,0.118,0.1058,0.4447,-28.47,-22.14,-21.18,6.76,6.06,25.48,cam3,images/cam3/000629.png
630,0.4065,-1.1673,-0.2868,0.1134,0.6887,0.2899,23.29,-66.88,-16.43,6.5,39.46,16.61,cam0,images/cam0/000630.png
630,0.4065,-1.1673,-0.2868,0.1134,0.6887,0.2899,23.29,-66.88,-16.43,6.5,39.46,16.61,cam3,images/cam3/000630.png
631,-0.1824,-0.1073,-1.0599,-0.2009,0.632,-0.2592,-10.45,-6.15,-60.73,-11.51,36.21,-14.85,cam0,images/cam0/000631.png
631,-0.1824,-0.1073,-1.0599,-0.2009,0.632,-0.2592,-10.45,-6.15,-60.73,-11.51,36.21,-14.85,cam3,images/cam3/000631.png
632,-0.0567,1.287,-0.2653,0.3927,1.0016,-0.3573,-3.25,73.74,-15.2,22.5,57.39,-20.47,cam0,images/cam0/000632.png
632,-0.0567,1.287,-0.2653,0.3927,1.0016,-0.3573,-3.25,73.74,-15.2,22.5,57.39,-20.47,cam3,images/cam3/000632.png
633,-0.7271,0.7346,-0.5782,-0.5767,-0.6611,0.1747,-41.66,42.09,-33.13,-33.04,-37.88,10.01,cam0,images/cam0/000633.png
633,-0.7271,0.7346,-0.5782,-0.5767,-0.6611,0.1747,-41.66,42.09,-33.13,-33.04,-37.88,10.01,cam3,images/cam3/000633.png
634,-1.149,0.1349,-0.388,0.0321,-1.3605,-0.2269,-65.83,7.73,-22.23,1.84,-77.95,-13.0,cam0,images/cam0/000634.png
634,-1.149,0.1349,-0.388,0.0321,-1.3605,-0.2269,-65.83,7.73,-22.23,1.84,-77.95,-13.0,cam3,images/cam3/000634.png
635,-1.3912,1.2224,-0.7208,-0.118,-0.158,-0.3988,-79.71,70.04,-41.3,-6.76,-9.05,-22.85,cam0,images/cam0/000635.png
635,-1.3912,1.2224,-0.7208,-0.118,-0.158,-0.3988,-79.71,70.04,-41.3,-6.76,-9.05,-22.85,cam3,images/cam3/000635.png
636,-0.0152,0.8988,-0.0045,-0.181,0.6749,0.3726,-0.87,51.5,-0.26,-10.37,38.67,21.35,cam0,images/cam0/000636.png
636,-0.0152,0.8988,-0.0045,-0.181,0.6749,0.3726,-0.87,51.5,-0.26,-10.37,38.67,21.35,cam3,images/cam3/000636.png
637,0.9955,0.1595,0.3681,0.1012,1.0247,0.7255,57.04,9.14,21.09,5.8,58.71,41.57,cam0,images/cam0/000637.png
637,0.9955,0.1595,0.3681,0.1012,1.0247,0.7255,57.04,9.14,21.09,5.8,58.71,41.57,cam3,images/cam3/000637.png
638,0.273,-0.1609,-0.2852,0.9325,-0.2269,-0.2285,15.64,-9.22,-16.34,53.43,-13.0,-13.09,cam0,images/cam0/000638.png
638,0.273,-0.1609,-0.2852,0.9325,-0.2269,-0.2285,15.64,-9.22,-16.34,53.43,-13.0,-13.09,cam3,images/cam3/000638.png
639,0.075,0.8988,0.2684,0.5613,-0.9081,-0.2361,4.3,51.5,15.38,32.16,-52.03,-13.53,cam0,images/cam0/000639.png
639,0.075,0.8988,0.2684,0.5613,-0.9081,-0.2361,4.3,51.5,15.38,32.16,-52.03,-13.53,cam3,images/cam3/000639.png
640,-0.6702,0.4187,-0.1042,0.3711,-0.5168,-0.2592,-38.4,23.99,-5.97,21.26,-29.61,-14.85,cam0,images/cam0/000640.png
640,-0.6702,0.4187,-0.1042,0.3711,-0.5168,-0.2592,-38.4,23.99,-5.97,21.26,-29.61,-14.85,cam3,images/cam3/000640.png
641,-0.052,-1.0215,-0.319,0.9847,-0.23,0.207,-2.98,-58.53,-18.28,56.42,-13.18,11.86,cam0,images/cam0/000641.png
641,-0.052,-1.0215,-0.319,0.9847,-0.23,0.207,-2.98,-58.53,-18.28,56.42,-13.18,11.86,cam3,images/cam3/000641.png
642,-1.4235,-0.6503,0.3543,0.9158,0.1073,-0.4232,-81.56,-37.26,20.3,52.47,6.15,-24.25,cam0,images/cam0/000642.png
642,-1.4235,-0.6503,0.3543,0.9158,0.1073,-0.4232,-81.56,-37.26,20.3,52.47,6.15,-24.25,cam3,images/cam3/000642.png
643,-1.1243,0.0721,0.7761,1.1949,-0.4294,-0.5231,-64.42,4.13,44.47,68.46,-24.6,-29.97,cam0,images/cam0/000643.png
643,-1.1243,0.0721,0.7761,1.1949,-0.4294,-0.5231,-64.42,4.13,44.47,68.46,-24.6,-29.97,cam3,images/cam3/000643.png
644,-0.6548,-0.3267,-0.9081,1.3252,1.2163,0.5981,-37.52,-18.72,-52.03,75.93,69.69,34.27,cam0,images/cam0/000644.png
644,-0.6548,-0.3267,-0.9081,1.3252,1.2163,0.5981,-37.52,-18.72,-52.03,75.93,69.69,34.27,cam3,images/cam3/000644.png
645,-0.4447,-0.0597,0.0398,0.9985,-0.2253,0.7868,-25.48,-3.42,2.28,57.21,-12.91,45.08,cam0,images/cam0/000645.png
645,-0.4447,-0.0597,0.0398,0.9985,-0.2253,0.7868,-25.48,-3.42,2.28,57.21,-12.91,45.08,cam3,images/cam3/000645.png
646,-0.4018,-0.1304,0.7807,0.4325,-0.5814,0.7929,-23.02,-7.47,44.73,24.78,-33.31,45.43,cam0,images/cam0/000646.png
646,-0.4018,-0.1304,0.7807,0.4325,-0.5814,0.7929,-23.02,-7.47,44.73,24.78,-33.31,45.43,cam3,images/cam3/000646.png
647,-0.3742,-0.6763,0.5997,-0.1948,0.698,0.4847,-21.44,-38.75,34.36,-11.16,39.99,27.77,cam0,images/cam0/000647.png
647,-0.3742,-0.6763,0.5997,-0.1948,0.698,0.4847,-21.44,-38.75,34.36,-11.16,39.99,27.77,cam3,images/cam3/000647.png
648,0.8819,-0.7332,-1.0753,0.2316,0.7179,-0.1164,50.53,-42.01,-61.61,13.27,41.13,-6.67,cam0,images/cam0/000648.png
648,0.8819,-0.7332,-1.0753,0.2316,0.7179,-0.1164,50.53,-42.01,-61.61,13.27,41.13,-6.67,cam3,images/cam3/000648.png
649,0.6442,-1.247,-0.9111,0.9341,-0.6503,-0.1932,36.91,-71.45,-52.2,53.52,-37.26,-11.07,cam0,images/cam0/000649.png
649,0.6442,-1.247,-0.9111,0.9341,-0.6503,-0.1932,36.91,-71.45,-52.2,53.52,-37.26,-11.07,cam3,images/cam3/000649.png
650,-0.2025,-0.1304,-0.3711,-0.0168,-0.3037,-0.0735,-11.6,-7.47,-21.26,-0.96,-17.4,-4.21,cam0,images/cam0/000650.png
650,-0.2025,-0.1304,-0.3711,-0.0168,-0.3037,-0.0735,-11.6,-7.47,-21.26,-0.96,-17.4,-4.21,cam3,images/cam3/000650.png
651,-1.0032,1.3114,0.1977,-1.3437,0.5292,0.1442,-57.48,75.14,11.33,-76.99,30.32,8.26,cam0,images/cam0/000651.png
651,-1.0032,1.3114,0.1977,-1.3437,0.5292,0.1442,-57.48,75.14,11.33,-76.99,30.32,8.26,cam3,images/cam3/000651.png
652,0.6596,0.0276,0.6304,-1.0215,0.2545,1.2654,37.79,1.58,36.12,-58.53,14.58,72.5,cam0,images/cam0/000652.png
652,0.6596,0.0276,0.6304,-1.0215,0.2545,1.2654,37.79,1.58,36.12,-58.53,14.58,72.5,cam3,images/cam3/000652.png
653,1.0093,-0.7346,0.6763,0.3252,0.8789,0.3543,57.83,-42.09,38.75,18.63,50.36,20.3,cam0,images/cam0/000653.png
653,1.0093,-0.7346,0.6763,0.3252,0.8789,0.3543,57.83,-42.09,38.75,18.63,50.36,20.3,cam3,images/cam3/000653.png
654,0.7285,-0.23,0.8313,0.3297,1.0215,-0.5705,41.74,-13.18,47.63,18.89,58.53,-32.69,cam0,images/cam0/000654.png
654,0.7285,-0.23,0.8313,0.3297,1.0215,-0.5705,41.74,-13.18,47.63,18.89,58.53,-32.69,cam3,images/cam3/000654.png
655,0.1073,1.2102,1.0844,-0.9402,0.4616,-0.9081,6.15,69.34,62.13,-53.87,26.45,-52.03,cam0,images/cam0/000655.png
655,0.1073,1.2102,1.0844,-0.9402,0.4616,-0.9081,6.15,69.34,62.13,-53.87,26.45,-52.03,cam3,images/cam3/000655.png
656,-0.4294,0.8236,0.3114,0.7255,-0.3082,-0.0337,-24.6,47.19,17.84,41.57,-17.66,-1.93,cam0,images/cam0/000656.png
656,-0.4294,0.8236,0.3114,0.7255,-0.3082,-0.0337,-24.6,47.19,17.84,41.57,-17.66,-1.93,cam3,images/cam3/000656.png
657,0.3344,0.4862,-0.707,0.5168,-0.5107,0.141,19.16,27.86,-40.51,29.61,-29.26,8.08,cam0,images/cam0/000657.png
657,0.3344,0.4862,-0.707,0.5168,-0.5107,0.141,19.16,27.86,-40.51,29.61,-29.26,8.08,cam3,images/cam3/000657.png
658,-0.3972,-0.8652,0.4018,0.8451,0.5737,-0.3711,-22.76,-49.57,23.02,48.42,32.87,-21.26,cam0,images/cam0/000658.png
658,-0.3972,-0.8652,0.4018,0.8451,0.5737,-0.3711,-22.76,-49.57,23.02,48.42,32.87,-21.26,cam3,images/cam3/000658.png
659,-0.9664,-0.1948,0.3927,1.1856,0.4662,-0.7285,-55.37,-11.16,22.5,67.93,26.71,-41.74,cam0,images/cam0/000659.png
659,-0.9664,-0.1948,0.3927,1.1856,0.4662,-0.7285,-55.37,-11.16,22.5,67.93,26.71,-41.74,cam3,images/cam3/000659.png
660,-0.3067,-0.3204,0.5215,0.3374,0.1503,0.052,-17.57,-18.36,29.88,19.33,8.61,2.98,cam0,images/cam0/000660.png
660,-0.3067,-0.3204,0.5215,0.3374,0.1503,0.052,-17.57,-18.36,29.88,19.33,8.61,2.98,cam3,images/cam3/000660.png
