index,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg,camera,image_path
1335,-1.7865,-0.9305,-1.6352,1.813,-0.707,0.2258,-102.36,-53.32,-93.69,103.88,-40.51,12.94,front,images/front/001335.png
1335,-1.7865,-0.9305,-1.6352,1.813,-0.707,0.2258,-102.36,-53.32,-93.69,103.88,-40.51,12.94,right,images/right/001335.png
1335,-1.7865,-0.9305,-1.6352,1.813,-0.707,0.2258,-102.36,-53.32,-93.69,103.88,-40.51,12.94,left,images/left/001335.png
1335,-1.7865,-0.9305,-1.6352,1.813,-0.707,0.2258,-102.36,-53.32,-93.69,103.88,-40.51,12.94,top,images/top/001335.png
1336,-1.364,-1.7665,-1.8746,2.0651,-0.0341,0.3165,-78.15,-101.21,-107.41,118.32,-1.95,18.13,front,images/front/001336.png
1336,-1.364,-1.7665,-1.8746,2.0651,-0.0341,0.3165,-78.15,-101.21,-107.41,118.32,-1.95,18.13,right,images/right/001336.png
1336,-1.364,-1.7665,-1.8746,2.0651,-0.0341,0.3165,-78.15,-101.21,-107.41,118.32,-1.95,18.13,left,images/left/001336.png
1336,-1.364,-1.7665,-1.8746,2.0651,-0.0341,0.3165,-78.15,-101.21,-107.41,118.32,-1.95,18.13,top,images/top/001336.png
1337,-1.2726,-1.7759,-1.8979,2.0951,0.0131,0.3165,-72.91,-101.75,-108.74,120.04,0.75,18.13,front,images/front/001337.png
1337,-1.2726,-1.7759,-1.8979,2.0951,0.0131,0.3165,-72.91,-101.75,-108.74,120.04,0.75,18.13,right,images/right/001337.png
1337,-1.2726,-1.7759,-1.8979,2.0951,0.0131,0.3165,-72.91,-101.75,-108.74,120.04,0.75,18.13,left,images/left/001337.png
1337,-1.2726,-1.7759,-1.8979,2.0951,0.0131,0.3165,-72.91,-101.75,-108.74,120.04,0.75,18.13,top,images/top/001337.png
1338,-1.6844,-1.8068,-0.1147,-0.0752,0.5289,0.3046,-96.51,-103.52,-6.57,-4.31,30.3,17.45,front,images/front/001338.png
1338,-1.6844,-1.8068,-0.1147,-0.0752,0.5289,0.3046,-96.51,-103.52,-6.57,-4.31,30.3,17.45,right,images/right/001338.png
1338,-1.6844,-1.8068,-0.1147,-0.0752,0.5289,0.3046,-96.51,-103.52,-6.57,-4.31,30.3,17.45,left,images/left/001338.png
1338,-1.6844,-1.8068,-0.1147,-0.0752,0.5289,0.3046,-96.51,-103.52,-6.57,-4.31,30.3,17.45,top,images/top/001338.png
1339,0.9012,-1.4727,-0.6034,-0.8648,-0.6876,0.292,51.63,-84.38,-34.57,-49.55,-39.4,16.73,front,images/front/001339.png
1339,0.9012,-1.4727,-0.6034,-0.8648,-0.6876,0.292,51.63,-84.38,-34.57,-49.55,-39.4,16.73,right,images/right/001339.png
1339,0.9012,-1.4727,-0.6034,-0.8648,-0.6876,0.292,51.63,-84.38,-34.57,-49.55,-39.4,16.73,left,images/left/001339.png
1339,0.9012,-1.4727,-0.6034,-0.8648,-0.6876,0.292,51.63,-84.38,-34.57,-49.55,-39.4,16.73,top,images/top/001339.png
1340,-0.9363,-0.8741,-1.0075,0.9951,1.2961,0.7741,-53.65,-50.08,-57.73,57.01,74.26,44.35,front,images/front/001340.png
1340,-0.9363,-0.8741,-1.0075,0.9951,1.2961,0.7741,-53.65,-50.08,-57.73,57.01,74.26,44.35,right,images/right/001340.png
1340,-0.9363,-0.8741,-1.0075,0.9951,1.2961,0.7741,-53.65,-50.08,-57.73,57.01,74.26,44.35,left,images/left/001340.png
1340,-0.9363,-0.8741,-1.0075,0.9951,1.2961,0.7741,-53.65,-50.08,-57.73,57.01,74.26,44.35,top,images/top/001340.png
1341,-0.3277,-1.527,-0.9462,1.1643,0.73,0.7791,-18.77,-87.49,-54.22,66.71,41.82,44.64,front,images/front/001341.png
1341,-0.3277,-1.527,-0.9462,1.1643,0.73,0.7791,-18.77,-87.49,-54.22,66.71,41.82,44.64,right,images/right/001341.png
1341,-0.3277,-1.527,-0.9462,1.1643,0.73,0.7791,-18.77,-87.49,-54.22,66.71,41.82,44.64,left,images/left/001341.png
1341,-0.3277,-1.527,-0.9462,1.1643,0.73,0.7791,-18.77,-87.49,-54.22,66.71,41.82,44.64,top,images/top/001341.png
1342,-0.1652,-1.5576,-1.0769,1.0925,0.6731,0.7706,-9.47,-89.24,-61.7,62.6,38.56,44.15,front,images/front/001342.png
1342,-0.1652,-1.5576,-1.0769,1.0925,0.6731,0.7706,-9.47,-89.24,-61.7,62.6,38.56,44.15,right,images/right/001342.png
1342,-0.1652,-1.5576,-1.0769,1.0925,0.6731,0.7706,-9.47,-89.24,-61.7,62.6,38.56,44.15,left,images/left/001342.png
1342,-0.1652,-1.5576,-1.0769,1.0925,0.6731,0.7706,-9.47,-89.24,-61.7,62.6,38.56,44.15,top,images/top/001342.png
1343,0.4479,-1.5694,-0.7705,1.4237,0.6053,0.7706,25.66,-89.92,-44.15,81.57,34.68,44.15,front,images/front/001343.png
1343,0.4479,-1.5694,-0.7705,1.4237,0.6053,0.7706,25.66,-89.92,-44.15,81.57,34.68,44.15,right,images/right/001343.png
1343,0.4479,-1.5694,-0.7705,1.4237,0.6053,0.7706,25.66,-89.92,-44.15,81.57,34.68,44.15,left,images/left/001343.png
1343,0.4479,-1.5694,-0.7705,1.4237,0.6053,0.7706,25.66,-89.92,-44.15,81.57,34.68,44.15,top,images/top/001343.png
1344,0.662,-1.7092,-1.0138,1.4746,0.706,0.7855,37.93,-97.93,-58.09,84.49,40.45,45.01,front,images/front/001344.png
1344,0.662,-1.7092,-1.0138,1.4746,0.706,0.7855,37.93,-97.93,-58.09,84.49,40.45,45.01,right,images/right/001344.png
1344,0.662,-1.7092,-1.0138,1.4746,0.706,0.7855,37.93,-97.93,-58.09,84.49,40.45,45.01,left,images/left/001344.png
1344,0.662,-1.7092,-1.0138,1.4746,0.706,0.7855,37.93,-97.93,-58.09,84.49,40.45,45.01,top,images/top/001344.png
1345,1.5857,-2.0491,0.5946,-1.1158,-0.7529,0.7381,90.85,-117.41,34.07,-63.93,-43.14,42.29,front,images/front/001345.png
1345,1.5857,-2.0491,0.5946,-1.1158,-0.7529,0.7381,90.85,-117.41,34.07,-63.93,-43.14,42.29,right,images/right/001345.png
1345,1.5857,-2.0491,0.5946,-1.1158,-0.7529,0.7381,90.85,-117.41,34.07,-63.93,-43.14,42.29,left,images/left/001345.png
1345,1.5857,-2.0491,0.5946,-1.1158,-0.7529,0.7381,90.85,-117.41,34.07,-63.93,-43.14,42.29,top,images/top/001345.png
1346,0.4693,-1.9403,0.3783,-1.2815,-0.3898,0.7507,26.89,-111.17,21.67,-73.43,-22.33,43.01,front,images/front/001346.png
1346,0.4693,-1.9403,0.3783,-1.2815,-0.3898,0.7507,26.89,-111.17,21.67,-73.43,-22.33,43.01,right,images/right/001346.png
1346,0.4693,-1.9403,0.3783,-1.2815,-0.3898,0.7507,26.89,-111.17,21.67,-73.43,-22.33,43.01,left,images/left/001346.png
1346,0.4693,-1.9403,0.3783,-1.2815,-0.3898,0.7507,26.89,-111.17,21.67,-73.43,-22.33,43.01,top,images/top/001346.png
1347,0.2032,-1.2585,-1.1579,-0.7241,1.1279,0.74,11.64,-72.11,-66.34,-41.49,64.62,42.4,front,images/front/001347.png
1347,0.2032,-1.2585,-1.1579,-0.7241,1.1279,0.74,11.64,-72.11,-66.34,-41.49,64.62,42.4,right,images/right/001347.png
1347,0.2032,-1.2585,-1.1579,-0.7241,1.1279,0.74,11.64,-72.11,-66.34,-41.49,64.62,42.4,left,images/left/001347.png
1347,0.2032,-1.2585,-1.1579,-0.7241,1.1279,0.74,11.64,-72.11,-66.34,-41.49,64.62,42.4,top,images/top/001347.png
1348,-1.941,1.5762,-1.0144,-0.6346,1.5014,0.7144,-111.21,90.31,-58.12,-36.36,86.02,40.93,front,images/front/001348.png
1348,-1.941,1.5762,-1.0144,-0.6346,1.5014,0.7144,-111.21,90.31,-58.12,-36.36,86.02,40.93,right,images/right/001348.png
1348,-1.941,1.5762,-1.0144,-0.6346,1.5014,0.7144,-111.21,90.31,-58.12,-36.36,86.02,40.93,left,images/left/001348.png
1348,-1.941,1.5762,-1.0144,-0.6346,1.5014,0.7144,-111.21,90.31,-58.12,-36.36,86.02,40.93,top,images/top/001348.png
1349,-2.0754,2.2074,-0.1962,-0.496,-0.0905,0.6955,-118.91,126.48,-11.24,-28.42,-5.19,39.85,front,images/front/001349.png
1349,-2.0754,2.2074,-0.1962,-0.496,-0.0905,0.6955,-118.91,126.48,-11.24,-28.42,-5.19,39.85,right,images/right/001349.png
1349,-2.0754,2.2074,-0.1962,-0.496,-0.0905,0.6955,-118.91,126.48,-11.24,-28.42,-5.19,39.85,left,images/left/001349.png
1349,-2.0754,2.2074,-0.1962,-0.496,-0.0905,0.6955,-118.91,126.48,-11.24,-28.42,-5.19,39.85,top,images/top/001349.png
1350,-0.6726,-0.6855,0.0688,-0.8375,-0.5647,0.7095,-38.54,-39.28,3.94,-47.98,-32.36,40.65,front,images/front/001350.png
1350,-0.6726,-0.6855,0.0688,-0.8375,-0.5647,0.7095,-38.54,-39.28,3.94,-47.98,-32.36,40.65,right,images/right/001350.png
1350,-0.6726,-0.6855,0.0688,-0.8375,-0.5647,0.7095,-38.54,-39.28,3.94,-47.98,-32.36,40.65,left,images/left/001350.png
1350,-0.6726,-0.6855,0.0688,-0.8375,-0.5647,0.7095,-38.54,-39.28,3.94,-47.98,-32.36,40.65,top,images/top/001350.png
1351,-1.4046,-1.2152,1.435,-0.8394,-0.606,0.6969,-80.48,-69.62,82.22,-48.09,-34.72,39.93,front,images/front/001351.png
1351,-1.4046,-1.2152,1.435,-0.8394,-0.606,0.6969,-80.48,-69.62,82.22,-48.09,-34.72,39.93,right,images/right/001351.png
1351,-1.4046,-1.2152,1.435,-0.8394,-0.606,0.6969,-80.48,-69.62,82.22,-48.09,-34.72,39.93,left,images/left/001351.png
1351,-1.4046,-1.2152,1.435,-0.8394,-0.606,0.6969,-80.48,-69.62,82.22,-48.09,-34.72,39.93,top,images/top/001351.png
1352,0.823,0.6452,0.202,-0.7819,1.238,0.2531,47.15,36.97,11.58,-44.8,70.93,14.5,front,images/front/001352.png
1352,0.823,0.6452,0.202,-0.7819,1.238,0.2531,47.15,36.97,11.58,-44.8,70.93,14.5,right,images/right/001352.png
1352,0.823,0.6452,0.202,-0.7819,1.238,0.2531,47.15,36.97,11.58,-44.8,70.93,14.5,left,images/left/001352.png
1352,0.823,0.6452,0.202,-0.7819,1.238,0.2531,47.15,36.97,11.58,-44.8,70.93,14.5,top,images/top/001352.png
1353,1.8135,2.5019,-0.7395,-0.938,-0.4504,0.1515,103.91,143.35,-42.37,-53.74,-25.81,8.68,front,images/front/001353.png
1353,1.8135,2.5019,-0.7395,-0.938,-0.4504,0.1515,103.91,143.35,-42.37,-53.74,-25.81,8.68,right,images/right/001353.png
1353,1.8135,2.5019,-0.7395,-0.938,-0.4504,0.1515,103.91,143.35,-42.37,-53.74,-25.81,8.68,left,images/left/001353.png
1353,1.8135,2.5019,-0.7395,-0.938,-0.4504,0.1515,103.91,143.35,-42.37,-53.74,-25.81,8.68,top,images/top/001353.png
1354,1.1437,0.9078,1.2827,1.0508,1.1708,0.1389,65.53,52.02,73.49,60.21,67.08,7.96,front,images/front/001354.png
1354,1.1437,0.9078,1.2827,1.0508,1.1708,0.1389,65.53,52.02,73.49,60.21,67.08,7.96,right,images/right/001354.png
1354,1.1437,0.9078,1.2827,1.0508,1.1708,0.1389,65.53,52.02,73.49,60.21,67.08,7.96,left,images/left/001354.png
1354,1.1437,0.9078,1.2827,1.0508,1.1708,0.1389,65.53,52.02,73.49,60.21,67.08,7.96,top,images/top/001354.png
1355,-0.8423,-1.625,2.24,0.3792,0.2801,0.1515,-48.26,-93.1,128.34,21.72,16.05,8.68,front,images/front/001355.png
1355,-0.8423,-1.625,2.24,0.3792,0.2801,0.1515,-48.26,-93.1,128.34,21.72,16.05,8.68,right,images/right/001355.png
1355,-0.8423,-1.625,2.24,0.3792,0.2801,0.1515,-48.26,-93.1,128.34,21.72,16.05,8.68,left,images/left/001355.png
1355,-0.8423,-1.625,2.24,0.3792,0.2801,0.1515,-48.26,-93.1,128.34,21.72,16.05,8.68,top,images/top/001355.png
1356,-1.7405,-1.5837,-0.2378,0.3237,0.1897,0.1515,-99.73,-90.74,-13.62,18.54,10.87,8.68,front,images/front/001356.png
1356,-1.7405,-1.5837,-0.2378,0.3237,0.1897,0.1515,-99.73,-90.74,-13.62,18.54,10.87,8.68,right,images/right/001356.png
1356,-1.7405,-1.5837,-0.2378,0.3237,0.1897,0.1515,-99.73,-90.74,-13.62,18.54,10.87,8.68,left,images/left/001356.png
1356,-1.7405,-1.5837,-0.2378,0.3237,0.1897,0.1515,-99.73,-90.74,-13.62,18.54,10.87,8.68,top,images/top/001356.png
1357,0.8836,-1.5171,0.6003,-1.6028,-1.3785,0.1305,50.62,-86.92,34.4,-91.83,-78.98,7.48,front,images/front/001357.png
1357,0.8836,-1.5171,0.6003,-1.6028,-1.3785,0.1305,50.62,-86.92,34.4,-91.83,-78.98,7.48,right,images/right/001357.png
1357,0.8836,-1.5171,0.6003,-1.6028,-1.3785,0.1305,50.62,-86.92,34.4,-91.83,-78.98,7.48,left,images/left/001357.png
1357,0.8836,-1.5171,0.6003,-1.6028,-1.3785,0.1305,50.62,-86.92,34.4,-91.83,-78.98,7.48,top,images/top/001357.png
1358,1.4436,-1.8512,0.3115,-2.0552,-1.4744,0.133,82.71,-106.06,17.85,-117.76,-84.48,7.62,front,images/front/001358.png
1358,1.4436,-1.8512,0.3115,-2.0552,-1.4744,0.133,82.71,-106.06,17.85,-117.76,-84.48,7.62,right,images/right/001358.png
1358,1.4436,-1.8512,0.3115,-2.0552,-1.4744,0.133,82.71,-106.06,17.85,-117.76,-84.48,7.62,left,images/left/001358.png
1358,1.4436,-1.8512,0.3115,-2.0552,-1.4744,0.133,82.71,-106.06,17.85,-117.76,-84.48,7.62,top,images/top/001358.png
1359,-0.9764,-0.7065,-1.4417,-1.9553,0.8835,0.1204,-55.94,-40.48,-82.6,-112.03,50.62,6.9,front,images/front/001359.png
1359,-0.9764,-0.7065,-1.4417,-1.9553,0.8835,0.1204,-55.94,-40.48,-82.6,-112.03,50.62,6.9,right,images/right/001359.png
1359,-0.9764,-0.7065,-1.4417,-1.9553,0.8835,0.1204,-55.94,-40.48,-82.6,-112.03,50.62,6.9,left,images/left/001359.png
1359,-0.9764,-0.7065,-1.4417,-1.9553,0.8835,0.1204,-55.94,-40.48,-82.6,-112.03,50.62,6.9,top,images/top/001359.png
1360,-0.347,-1.2821,-1.3601,-1.1765,0.014,0.1371,-19.88,-73.46,-77.93,-67.41,0.8,7.85,front,images/front/001360.png
1360,-0.347,-1.2821,-1.3601,-1.1765,0.014,0.1371,-19.88,-73.46,-77.93,-67.41,0.8,7.85,right,images/right/001360.png
1360,-0.347,-1.2821,-1.3601,-1.1765,0.014,0.1371,-19.88,-73.46,-77.93,-67.41,0.8,7.85,left,images/left/001360.png
1360,-0.347,-1.2821,-1.3601,-1.1765,0.014,0.1371,-19.88,-73.46,-77.93,-67.41,0.8,7.85,top,images/top/001360.png
1361,-1.0729,0.0546,-0.7614,0.6803,-1.2108,0.1371,-61.47,3.13,-43.63,38.98,-69.37,7.85,front,images/front/001361.png
1361,-1.0729,0.0546,-0.7614,0.6803,-1.2108,0.1371,-61.47,3.13,-43.63,38.98,-69.37,7.85,right,images/right/001361.png
1361,-1.0729,0.0546,-0.7614,0.6803,-1.2108,0.1371,-61.47,3.13,-43.63,38.98,-69.37,7.85,left,images/left/001361.png
1361,-1.0729,0.0546,-0.7614,0.6803,-1.2108,0.1371,-61.47,3.13,-43.63,38.98,-69.37,7.85,top,images/top/001361.png
1362,1.1489,-0.0574,-0.8429,-1.1871,-1.2999,-0.2827,65.83,-3.29,-48.29,-68.02,-74.48,-16.2,front,images/front/001362.png
1362,1.1489,-0.0574,-0.8429,-1.1871,-1.2999,-0.2827,65.83,-3.29,-48.29,-68.02,-74.48,-16.2,right,images/right/001362.png
1362,1.1489,-0.0574,-0.8429,-1.1871,-1.2999,-0.2827,65.83,-3.29,-48.29,-68.02,-74.48,-16.2,left,images/left/001362.png
1362,1.1489,-0.0574,-0.8429,-1.1871,-1.2999,-0.2827,65.83,-3.29,-48.29,-68.02,-74.48,-16.2,top,images/top/001362.png
1363,1.2743,-1.8863,-0.2101,0.2683,0.1587,-0.3406,73.01,-108.07,-12.04,15.37,9.09,-19.51,front,images/front/001363.png
1363,1.2743,-1.8863,-0.2101,0.2683,0.1587,-0.3406,73.01,-108.07,-12.04,15.37,9.09,-19.51,right,images/right/001363.png
1363,1.2743,-1.8863,-0.2101,0.2683,0.1587,-0.3406,73.01,-108.07,-12.04,15.37,9.09,-19.51,left,images/left/001363.png
1363,1.2743,-1.8863,-0.2101,0.2683,0.1587,-0.3406,73.01,-108.07,-12.04,15.37,9.09,-19.51,top,images/top/001363.png
1364,1.7763,0.6168,1.467,0.581,0.5909,-0.3531,101.77,35.34,84.05,33.29,33.86,-20.23,front,images/front/001364.png
1364,1.7763,0.6168,1.467,0.581,0.5909,-0.3531,101.77,35.34,84.05,33.29,33.86,-20.23,right,images/right/001364.png
1364,1.7763,0.6168,1.467,0.581,0.5909,-0.3531,101.77,35.34,84.05,33.29,33.86,-20.23,left,images/left/001364.png
1364,1.7763,0.6168,1.467,0.581,0.5909,-0.3531,101.77,35.34,84.05,33.29,33.86,-20.23,top,images/top/001364.png
1365,-0.2151,0.9083,0.6458,0.4678,-0.5938,-0.3532,-12.33,52.04,37.0,26.8,-34.02,-20.24,front,images/front/001365.png
1365,-0.2151,0.9083,0.6458,0.4678,-0.5938,-0.3532,-12.33,52.04,37.0,26.8,-34.02,-20.24,right,images/right/001365.png
1365,-0.2151,0.9083,0.6458,0.4678,-0.5938,-0.3532,-12.33,52.04,37.0,26.8,-34.02,-20.24,left,images/left/001365.png
1365,-0.2151,0.9083,0.6458,0.4678,-0.5938,-0.3532,-12.33,52.04,37.0,26.8,-34.02,-20.24,top,images/top/001365.png
1366,-0.4442,-0.4757,0.6209,0.0083,-0.6933,-0.3658,-25.45,-27.26,35.58,0.47,-39.72,-20.96,front,images/front/001366.png
1366,-0.4442,-0.4757,0.6209,0.0083,-0.6933,-0.3658,-25.45,-27.26,35.58,0.47,-39.72,-20.96,right,images/right/001366.png
1366,-0.4442,-0.4757,0.6209,0.0083,-0.6933,-0.3658,-25.45,-27.26,35.58,0.47,-39.72,-20.96,left,images/left/001366.png
1366,-0.4442,-0.4757,0.6209,0.0083,-0.6933,-0.3658,-25.45,-27.26,35.58,0.47,-39.72,-20.96,top,images/top/001366.png
1367,1.5388,-2.0306,0.6233,-1.1149,-0.4269,-0.3536,88.17,-116.34,35.71,-63.88,-24.46,-20.26,front,images/front/001367.png
1367,1.5388,-2.0306,0.6233,-1.1149,-0.4269,-0.3536,88.17,-116.34,35.71,-63.88,-24.46,-20.26,right,images/right/001367.png
1367,1.5388,-2.0306,0.6233,-1.1149,-0.4269,-0.3536,88.17,-116.34,35.71,-63.88,-24.46,-20.26,left,images/left/001367.png
1367,1.5388,-2.0306,0.6233,-1.1149,-0.4269,-0.3536,88.17,-116.34,35.71,-63.88,-24.46,-20.26,top,images/top/001367.png
1368,0.0021,0.6742,0.6683,-2.0688,-0.4098,-0.3536,0.12,38.63,38.29,-118.53,-23.48,-20.26,front,images/front/001368.png
1368,0.0021,0.6742,0.6683,-2.0688,-0.4098,-0.3536,0.12,38.63,38.29,-118.53,-23.48,-20.26,right,images/right/001368.png
1368,0.0021,0.6742,0.6683,-2.0688,-0.4098,-0.3536,0.12,38.63,38.29,-118.53,-23.48,-20.26,left,images/left/001368.png
1368,0.0021,0.6742,0.6683,-2.0688,-0.4098,-0.3536,0.12,38.63,38.29,-118.53,-23.48,-20.26,top,images/top/001368.png
1369,-0.5162,2.2694,-0.5988,-0.3229,-1.6107,-0.3536,-29.58,130.03,-34.31,-18.5,-92.28,-20.26,front,images/front/001369.png
1369,-0.5162,2.2694,-0.5988,-0.3229,-1.6107,-0.3536,-29.58,130.03,-34.31,-18.5,-92.28,-20.26,right,images/right/001369.png
1369,-0.5162,2.2694,-0.5988,-0.3229,-1.6107,-0.3536,-29.58,130.03,-34.31,-18.5,-92.28,-20.26,left,images/left/001369.png
1369,-0.5162,2.2694,-0.5988,-0.3229,-1.6107,-0.3536,-29.58,130.03,-34.31,-18.5,-92.28,-20.26,top,images/top/001369.png
1370,0.6805,-0.789,-0.2744,-0.6631,-0.4005,-0.3541,38.99,-45.21,-15.72,-37.99,-22.95,-20.29,front,images/front/001370.png
1370,0.6805,-0.789,-0.2744,-0.6631,-0.4005,-0.3541,38.99,-45.21,-15.72,-37.99,-22.95,-20.29,right,images/right/001370.png
1370,0.6805,-0.789,-0.2744,-0.6631,-0.4005,-0.3541,38.99,-45.21,-15.72,-37.99,-22.95,-20.29,left,images/left/001370.png
1370,0.6805,-0.789,-0.2744,-0.6631,-0.4005,-0.3541,38.99,-45.21,-15.72,-37.99,-22.95,-20.29,top,images/top/001370.png
1371,1.3481,1.3432,1.5554,-0.9015,-0.2426,-0.3541,77.24,76.96,89.12,-51.65,-13.9,-20.29,front,images/front/001371.png
1371,1.3481,1.3432,1.5554,-0.9015,-0.2426,-0.3541,77.24,76.96,89.12,-51.65,-13.9,-20.29,right,images/right/001371.png
1371,1.3481,1.3432,1.5554,-0.9015,-0.2426,-0.3541,77.24,76.96,89.12,-51.65,-13.9,-20.29,left,images/left/001371.png
1371,1.3481,1.3432,1.5554,-0.9015,-0.2426,-0.3541,77.24,76.96,89.12,-51.65,-13.9,-20.29,top,images/top/001371.png
1372,1.9813,1.5125,0.6439,0.4034,0.1885,-0.3499,113.52,86.66,36.9,23.11,10.8,-20.05,front,images/front/001372.png
1372,1.9813,1.5125,0.6439,0.4034,0.1885,-0.3499,113.52,86.66,36.9,23.11,10.8,-20.05,right,images/right/001372.png
1372,1.9813,1.5125,0.6439,0.4034,0.1885,-0.3499,113.52,86.66,36.9,23.11,10.8,-20.05,left,images/left/001372.png
1372,1.9813,1.5125,0.6439,0.4034,0.1885,-0.3499,113.52,86.66,36.9,23.11,10.8,-20.05,top,images/top/001372.png
1373,-0.6973,0.1887,1.8946,0.4997,-1.435,-0.3375,-39.96,10.81,108.56,28.63,-82.22,-19.34,front,images/front/001373.png
1373,-0.6973,0.1887,1.8946,0.4997,-1.435,-0.3375,-39.96,10.81,108.56,28.63,-82.22,-19.34,right,images/right/001373.png
1373,-0.6973,0.1887,1.8946,0.4997,-1.435,-0.3375,-39.96,10.81,108.56,28.63,-82.22,-19.34,left,images/left/001373.png
1373,-0.6973,0.1887,1.8946,0.4997,-1.435,-0.3375,-39.96,10.81,108.56,28.63,-82.22,-19.34,top,images/top/001373.png
1374,-0.7739,0.9994,0.2881,0.894,-1.3568,-0.3501,-44.34,57.26,16.51,51.22,-77.74,-20.06,front,images/front/001374.png
1374,-0.7739,0.9994,0.2881,0.894,-1.3568,-0.3501,-44.34,57.26,16.51,51.22,-77.74,-20.06,right,images/right/001374.png
1374,-0.7739,0.9994,0.2881,0.894,-1.3568,-0.3501,-44.34,57.26,16.51,51.22,-77.74,-20.06,left,images/left/001374.png
1374,-0.7739,0.9994,0.2881,0.894,-1.3568,-0.3501,-44.34,57.26,16.51,51.22,-77.74,-20.06,top,images/top/001374.png
1375,-1.8911,-1.5927,-0.6788,1.0594,-0.2933,-0.3501,-108.35,-91.26,-38.89,60.7,-16.8,-20.06,front,images/front/001375.png
1375,-1.8911,-1.5927,-0.6788,1.0594,-0.2933,-0.3501,-108.35,-91.26,-38.89,60.7,-16.8,-20.06,right,images/right/001375.png
1375,-1.8911,-1.5927,-0.6788,1.0594,-0.2933,-0.3501,-108.35,-91.26,-38.89,60.7,-16.8,-20.06,left,images/left/001375.png
1375,-1.8911,-1.5927,-0.6788,1.0594,-0.2933,-0.3501,-108.35,-91.26,-38.89,60.7,-16.8,-20.06,top,images/top/001375.png
1376,-1.9061,-2.0668,0.1215,0.1298,-0.1164,-0.3375,-109.21,-118.42,6.96,7.44,-6.67,-19.34,front,images/front/001376.png
1376,-1.9061,-2.0668,0.1215,0.1298,-0.1164,-0.3375,-109.21,-118.42,6.96,7.44,-6.67,-19.34,right,images/right/001376.png
1376,-1.9061,-2.0668,0.1215,0.1298,-0.1164,-0.3375,-109.21,-118.42,6.96,7.44,-6.67,-19.34,left,images/left/001376.png
1376,-1.9061,-2.0668,0.1215,0.1298,-0.1164,-0.3375,-109.21,-118.42,6.96,7.44,-6.67,-19.34,top,images/top/001376.png
1377,0.8026,-2.1093,0.6863,0.2332,-0.1271,-0.3501,45.99,-120.86,39.32,13.36,-7.28,-20.06,front,images/front/001377.png
1377,0.8026,-2.1093,0.6863,0.2332,-0.1271,-0.3501,45.99,-120.86,39.32,13.36,-7.28,-20.06,right,images/right/001377.png
1377,0.8026,-2.1093,0.6863,0.2332,-0.1271,-0.3501,45.99,-120.86,39.32,13.36,-7.28,-20.06,left,images/left/001377.png
1377,0.8026,-2.1093,0.6863,0.2332,-0.1271,-0.3501,45.99,-120.86,39.32,13.36,-7.28,-20.06,top,images/top/001377.png
1378,-0.6711,-0.4084,-0.5884,-1.9318,0.4407,-0.3627,-38.45,-23.4,-33.71,-110.68,25.25,-20.78,front,images/front/001378.png
1378,-0.6711,-0.4084,-0.5884,-1.9318,0.4407,-0.3627,-38.45,-23.4,-33.71,-110.68,25.25,-20.78,right,images/right/001378.png
1378,-0.6711,-0.4084,-0.5884,-1.9318,0.4407,-0.3627,-38.45,-23.4,-33.71,-110.68,25.25,-20.78,left,images/left/001378.png
1378,-0.6711,-0.4084,-0.5884,-1.9318,0.4407,-0.3627,-38.45,-23.4,-33.71,-110.68,25.25,-20.78,top,images/top/001378.png
1379,0.2861,-0.2358,-1.363,-2.1986,0.9114,-0.3501,16.39,-13.51,-78.1,-125.97,52.22,-20.06,front,images/front/001379.png
1379,0.2861,-0.2358,-1.363,-2.1986,0.9114,-0.3501,16.39,-13.51,-78.1,-125.97,52.22,-20.06,right,images/right/001379.png
1379,0.2861,-0.2358,-1.363,-2.1986,0.9114,-0.3501,16.39,-13.51,-78.1,-125.97,52.22,-20.06,left,images/left/001379.png
1379,0.2861,-0.2358,-1.363,-2.1986,0.9114,-0.3501,16.39,-13.51,-78.1,-125.97,52.22,-20.06,top,images/top/001379.png
1380,0.9835,-1.7458,-0.1038,0.1866,-0.9777,-0.3501,56.35,-100.03,-5.95,10.69,-56.02,-20.06,front,images/front/001380.png
1380,0.9835,-1.7458,-0.1038,0.1866,-0.9777,-0.3501,56.35,-100.03,-5.95,10.69,-56.02,-20.06,right,images/right/001380.png
1380,0.9835,-1.7458,-0.1038,0.1866,-0.9777,-0.3501,56.35,-100.03,-5.95,10.69,-56.02,-20.06,left,images/left/001380.png
1380,0.9835,-1.7458,-0.1038,0.1866,-0.9777,-0.3501,56.35,-100.03,-5.95,10.69,-56.02,-20.06,top,images/top/001380.png
1381,0.291,-1.6666,-0.2485,-0.4389,-1.0655,-0.3626,16.67,-95.49,-14.24,-25.15,-61.05,-20.78,front,images/front/001381.png
1381,0.291,-1.6666,-0.2485,-0.4389,-1.0655,-0.3626,16.67,-95.49,-14.24,-25.15,-61.05,-20.78,right,images/right/001381.png
1381,0.291,-1.6666,-0.2485,-0.4389,-1.0655,-0.3626,16.67,-95.49,-14.24,-25.15,-61.05,-20.78,left,images/left/001381.png
1381,0.291,-1.6666,-0.2485,-0.4389,-1.0655,-0.3626,16.67,-95.49,-14.24,-25.15,-61.05,-20.78,top,images/top/001381.png
